50000,50000,50000,47697,50000,50000,50000,
50000,17120,9266,50000,37534,27627,50000,
50000,19558,6782,45027,50000,50000,50000,
50000,50000,9704,50000,50000,50000,16604,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,50000,47522,50000,29063,50000,
2817,50000,50000,50000,50000,50000,50000,
4672,50000,50000,45513,50000,27266,50000,
115,16917,50000,50000,40294,50000,50000,
50000,50000,50000,48145,50000,50000,50000,
50000,50000,9471,50000,50000,50000,50000,
50000,50000,9668,48728,50000,50000,50000,
50000,50000,50000,47652,50000,50000,16817,
50000,50000,9665,50000,37521,50000,50000,
50000,50000,8921,50000,50000,27555,50000,
50000,50000,9874,47738,50000,50000,17565,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,9584,50000,50000,25885,50000,
50000,50000,9432,50000,50000,50000,50000,
50000,50000,50000,50000,50000,30261,50000,
50000,50000,50000,47992,50000,50000,50000,
50000,50000,7529,50000,50000,26390,50000,
2308,50000,50000,50000,38022,50000,17489,
505,50000,50000,50000,50000,50000,17519,
50000,50000,50000,50000,50000,29633,17526,
7,18628,50000,50000,38252,27456,50000,
43,19518,50000,50000,50000,50000,16988,
50000,19990,50000,50000,50000,28968,50000,
50000,50000,9684,50000,50000,50000,50000,
2173,50000,9767,50000,50000,50000,17319,
50000,19315,50000,50000,36322,50000,50000,
3397,50000,50000,48090,50000,50000,50000,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,9811,50000,50000,50000,19310,
2140,50000,50000,50000,50000,50000,17095,
50000,50000,50000,50000,50000,27539,50000,
50000,50000,50000,50000,36151,50000,50000,
50000,50000,50000,47695,37413,50000,50000,
50000,19672,50000,47078,37033,50000,50000,
50000,50000,50000,50000,50000,50000,17552,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,9606,46855,50000,50000,50000,
50000,18952,50000,50000,50000,27385,50000,
3390,50000,50000,50000,50000,27450,50000,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,6822,50000,37350,50000,50000,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,9756,50000,37510,50000,50000,
50000,17541,50000,46567,50000,27510,50000,
50000,50000,50000,50000,35216,27499,50000,
50000,50000,8790,47652,50000,50000,50000,
50000,50000,50000,50000,50000,50000,50000,
50000,19662,50000,50000,39665,27515,50000,
157,50000,50000,50000,50000,28743,50000,
513,50000,9638,50000,50000,50000,50000,
50000,50000,50000,50000,38839,50000,18870,
4126,50000,50000,46498,37112,50000,50000,
349,50000,50000,48979,37532,27495,50000,
237,18172,8553,50000,50000,50000,50000,
50000,50000,50000,50000,50000,50000,19844,
16,50000,50000,50000,39252,50000,19712,
50000,50000,50000,50000,34970,50000,50000,
50000,50000,9658,48637,50000,24875,50000,
251,50000,50000,46840,50000,50000,50000,
50000,50000,50000,47523,50000,50000,50000,
64,50000,50000,50000,37178,50000,50000,
125,50000,9662,50000,50000,50000,50000,
50000,50000,50000,47567,39234,50000,50000,
467,50000,50000,47090,50000,27675,50000,
50000,50000,50000,50000,34858,50000,17447,
50000,50000,50000,45999,39612,27882,19468,
1158,50000,50000,50000,37986,50000,50000,
50000,50000,50000,50000,50000,27545,50000,
50000,50000,50000,50000,50000,50000,19717,
50000,50000,7829,50000,38000,26929,50000,
50000,18930,9943,47567,50000,50000,50000,
50000,50000,50000,50000,50000,50000,18051,
50000,50000,50000,50000,37819,50000,50000,
50000,50000,50000,46361,50000,29878,50000,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,50000,50000,50000,50000,50000,
50000,19651,9970,50000,50000,50000,50000,
50000,19482,50000,48108,50000,50000,50000,
50000,19250,9072,47019,35646,50000,50000,
50000,19658,50000,46889,50000,50000,18036,
50000,50000,50000,50000,37328,50000,16361,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,8266,50000,37657,26728,50000,
50000,50000,50000,50000,35035,50000,50000,
50000,50000,50000,50000,50000,50000,50000,
50000,18381,50000,50000,50000,50000,50000,
61,50000,50000,45345,35752,50000,50000,
50000,50000,50000,50000,50000,50000,50000,
50000,19063,50000,50000,50000,50000,50000,
50000,50000,50000,45070,40111,50000,18957,
50000,50000,50000,47462,50000,50000,50000,
1946,50000,50000,50000,50000,28014,50000,
50000,50000,50000,50000,50000,27821,50000,
4632,50000,50000,50000,37668,50000,50000,
246,50000,50000,47493,50000,50000,50000,
50000,19880,50000,50000,35238,50000,50000,
1655,18950,50000,50000,50000,50000,50000,
50000,50000,50000,48943,38133,50000,50000,
58,50000,9668,46274,35038,50000,50000,
50000,50000,50000,47244,50000,50000,50000,
50000,50000,50000,50000,36504,50000,19871,
50000,50000,50000,47209,50000,50000,50000,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,50000,50000,50000,50000,17407,
50000,50000,50000,47659,34763,50000,50000,
145,19240,50000,50000,50000,27558,17523,
92,50000,7237,50000,50000,26493,50000,
50000,50000,7319,49301,50000,50000,50000,
58,50000,9649,50000,50000,50000,50000,
2987,50000,50000,50000,50000,50000,17366,
50000,50000,9667,50000,50000,50000,50000,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,50000,50000,50000,50000,18133,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,9800,49608,38107,50000,50000,
50000,17984,50000,45866,50000,50000,50000,
135,50000,9609,50000,36385,27684,50000,
50000,50000,50000,50000,50000,28614,50000,
1403,50000,50000,50000,50000,24883,50000,
50000,19613,50000,50000,50000,50000,50000,
50000,50000,50000,50000,50000,50000,17437,
50000,50000,50000,47414,50000,50000,16017,
50000,50000,8849,47620,38275,27463,50000,
597,50000,50000,50000,50000,50000,50000,
50000,50000,50000,50000,50000,28130,17665,
50000,19786,50000,47986,50000,27898,50000,
50000,19570,9948,46250,50000,50000,50000,
7,50000,50000,50000,50000,50000,50000,
3764,50000,9288,50000,50000,50000,16689,
50000,50000,50000,50000,39732,50000,50000,
2490,50000,8308,50000,50000,50000,15523,
50000,50000,50000,50000,50000,50000,50000,
50000,18352,50000,44763,50000,50000,18552,
1178,18514,50000,45806,50000,50000,50000,
50000,50000,50000,50000,50000,50000,17077,
408,19659,9659,50000,50000,50000,50000,
87,50000,50000,50000,39757,30178,18189,
3465,50000,50000,50000,50000,50000,16075,
1635,19807,50000,50000,37816,50000,50000,
50000,50000,50000,50000,50000,50000,50000,
50000,19664,50000,50000,37669,50000,50000,
50000,17641,50000,50000,50000,50000,17493,
50000,50000,50000,50000,50000,25789,50000,
50000,16877,50000,50000,37570,50000,50000,
3907,50000,50000,48347,35787,50000,18831,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,50000,50000,50000,25881,50000,
50000,19563,50000,50000,38082,50000,17495,
50000,50000,50000,48630,50000,50000,50000,
50000,17169,50000,47518,40114,50000,50000,
50000,50000,50000,50000,50000,50000,50000,
867,50000,7287,44964,50000,50000,50000,
50000,50000,8284,50000,35527,50000,50000,
50000,50000,50000,50000,50000,50000,19990,
50000,50000,50000,50000,35210,50000,50000,
50000,50000,7534,50000,50000,50000,50000,
50000,50000,50000,45065,50000,50000,50000,
50000,50000,50000,50000,50000,26013,50000,
3585,50000,50000,50000,50000,50000,17030,
50000,50000,50000,47089,50000,50000,50000,
50000,50000,50000,50000,50000,50000,19546,
50000,50000,50000,48924,37905,50000,50000,
50000,17572,50000,46676,50000,29771,17659,
573,50000,50000,50000,36350,27082,50000,
5115,50000,50000,50000,50000,50000,50000,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,50000,50000,40131,50000,50000,
734,50000,50000,47716,35609,26099,50000,
50000,19642,7103,48324,50000,50000,50000,
50000,50000,50000,50000,50000,29302,50000,
58,19009,7641,50000,50000,50000,17766,
50000,19793,50000,47514,36643,50000,50000,
50000,19680,50000,47510,35693,27777,50000,
4115,50000,50000,50000,50000,50000,50000,
50000,19438,9670,50000,50000,50000,16966,
50000,50000,50000,50000,50000,50000,50000,
50000,50000,50000,50000,40277,27510,18024,
50000,50000,50000,48886,50000,50000,50000,
50000,50000,50000,50000,39079,50000,50000,
50000,50000,50000,50000,50000,27654,50000,
3134,50000,50000,50000,50000,50000,20202,
50000,18740,50000,50000,50000,26189,50000,
55,50000,50000,50000,50000,50000,50000,
50000,50000,50000,50000,37578,50000,50000,
56,50000,8010,50000,40175,26896,19375,
50000,50000,50000,46941,50000,50000,50000,
50000,50000,50000,46405,50000,27681,16907,
3162,50000,50000,50000,37149,29962,17515,
3077,50000,9767,50000,37402,50000,50000,
