65,50000,50000,50000,33965,50000,
813,19687,9665,42881,33823,23994,
57,19627,50000,44000,33900,22543,
9,19666,9697,44090,34179,24202,
59,50000,9671,43994,33626,24205,
50000,50000,9691,43993,50000,50000,
50000,50000,9703,43936,34003,23986,
50000,19650,50000,50000,50000,50000,
209,19667,9662,43993,50000,23168,
66,19488,50000,43619,32678,50000,
63,19662,9766,50000,50000,50000,
83,19649,50000,44005,34002,50000,
1592,19538,9793,43995,50000,24211,
142,19666,9614,43984,33998,50000,
96,50000,50000,43994,33961,24669,
85,19332,50000,44017,33942,50000,
57,50000,50000,43993,33998,23723,
50000,50000,9616,50000,50000,24115,
61,19636,50000,44006,33950,24017,
1185,19668,9663,44085,35359,50000,
1000,19675,9572,43994,50000,23366,
96,50000,9669,43866,50000,50000,
118,19666,9675,43995,50000,23993,
76,19662,50000,43993,50000,24082,
61,50000,50000,43996,34016,50000,
22,50000,9739,43566,34035,23975,
50000,19894,50000,43976,50000,23908,
52,50000,9665,50000,33992,23994,
56,50000,50000,50000,34173,50000,
63,19606,8077,43659,50000,50000,
61,19556,9715,42857,33888,24002,
1847,50000,9706,43743,33999,23978,
647,19664,9670,43986,34104,24036,
254,19622,9684,50000,50000,50000,
60,19666,9636,50000,34002,50000,
50,19886,9494,43999,50000,23543,
50000,19664,9655,50000,33997,23978,
252,19807,9671,44004,34164,24380,
50000,50000,9884,50000,34079,23995,
60,50000,9717,50000,33988,23973,
194,50000,9760,43994,34013,23777,
1471,19832,9865,50000,50000,23944,
147,50000,50000,44240,50000,23486,
422,50000,9665,44086,33993,23964,
52,50000,50000,50000,33950,23994,
45,19415,9977,50000,34049,24001,
69,19664,9674,44016,33948,23994,
1381,19665,50000,50000,50000,50000,
63,50000,9580,43693,50000,24030,
204,50000,9390,50000,34612,23994,
51,19684,9655,43992,50000,24057,
395,19554,9680,43995,34014,50000,
92,19667,50000,44036,34198,23996,
6,50000,9516,44291,50000,24012,
1687,19681,9667,50000,34059,23994,
50000,19915,9635,43995,33922,50000,
50000,19832,8891,43994,33617,24424,
55,50000,50000,44160,50000,50000,
13,19578,50000,44253,33983,23694,
59,19881,9666,43993,33994,24729,
50000,50000,9694,44221,50000,50000,
57,19911,9667,43989,33929,50000,
41,19669,9740,43993,34053,23984,
63,19544,50000,43926,33992,50000,
50000,50000,50000,44243,33994,50000,
62,50000,9656,43989,34046,50000,
36,19440,9693,43998,33835,23990,
50000,19657,9608,43911,50000,23775,
33,19292,9666,50000,33996,23999,
50000,50000,9699,50000,50000,23996,
63,18166,9694,50000,33996,23987,
160,19660,50000,50000,33999,50000,
7,50000,9799,50000,34102,23936,
62,19667,8164,43997,33785,24712,
50000,19342,50000,44747,50000,50000,
104,50000,9603,45597,50000,50000,
24,50000,50000,50000,33800,24058,
50000,19293,9663,43940,50000,24270,
63,50000,9666,50000,33983,23951,
62,19691,50000,43870,50000,24000,
45,50000,9632,50000,50000,50000,
61,19672,8147,50000,33889,23996,
63,50000,9067,43989,33973,23988,
58,19864,50000,50000,33975,50000,
314,50000,50000,44002,50000,24781,
58,19946,9735,43997,50000,24044,
