85,19674,9669,47511,37530,27517,17515,
62,19541,9651,47515,37509,27510,50000,
63,19657,9423,47337,37515,27515,17515,
64,19667,9661,47516,37515,27514,17485,
64,19671,9672,47515,37514,27536,17518,
198,19753,9666,47508,37515,27513,17531,
61,19671,9678,50000,50000,27516,17515,
62,19665,9677,47432,37515,27501,17517,
46,19486,9732,47514,37514,27515,17517,
72,19669,9666,47512,37518,27515,17515,
161,19669,9655,47516,37515,27518,17516,
63,19666,9660,47513,37515,27521,17515,
50000,19669,9665,47510,37516,27515,17489,
65,19666,9660,50000,37508,27559,17517,
62,19666,9644,50000,37517,27509,17537,
70,19666,9662,47511,37523,27515,17509,
63,19669,9666,47514,37515,27517,17519,
65,19666,9657,47515,37525,27460,17515,
64,19666,9654,50000,37591,27515,17514,
63,19666,9678,47514,37515,27514,50000,
62,19669,9666,47512,37519,27526,17515,
63,19695,9594,50000,37515,27480,17515,
60,19678,9667,47516,37512,27527,17506,
56,19669,9665,47729,37514,27514,17508,
66,19676,9668,47516,37518,27513,17508,
4,19639,9673,47529,37512,27505,17515,
22,19656,9666,47518,37517,27515,17495,
63,19663,9668,47514,37515,27513,17515,
63,19667,9661,47515,50000,27517,17602,
60,19665,9662,50000,37515,50000,17502,
64,19652,9666,47633,37478,27548,17514,
61,19670,9666,47512,37516,27516,17515,
63,19667,9667,47529,37524,27516,17517,
63,19666,9662,47518,37515,27559,17513,
60,19667,9668,47515,37514,27515,17497,
66,19667,9667,47517,37522,27509,17515,
76,19718,9667,47518,37472,27516,50000,
62,19666,9665,47511,37504,27534,17528,
66,19660,9665,47497,37496,27516,17523,
63,19666,9666,47514,37515,27515,17509,
62,19669,9665,47524,50000,27535,17518,
62,19912,9658,47491,37520,27515,17516,
199,19645,9687,47516,37514,27503,17515,
61,19665,9735,47515,37516,27505,17515,
63,19666,9672,47515,37515,27517,17515,
64,19666,9443,47517,37503,27516,17532,
63,19669,9666,47515,37520,27515,17515,
196,19667,9662,47515,37507,27518,50000,
64,19595,9665,47484,37516,27507,17528,
76,19667,9668,47529,37388,27507,17517,
64,19663,9642,47510,37516,27514,17514,
63,19667,9672,47522,37515,27516,17521,
87,19660,9667,47515,37513,27508,17529,
49,19666,9666,47514,37515,27513,17514,
56,19673,9659,47514,37520,27548,17520,
66,19667,9666,47530,37513,27532,17513,
61,19666,50000,47483,37497,27515,17515,
54,19664,9696,47513,37509,27506,17634,
52,19628,9637,47514,37574,27515,17515,
150,19677,9666,47527,37517,27515,17513,
9,19666,50000,47515,37513,27515,17513,
65,19952,9666,47545,37313,27727,17516,
67,19666,9659,47512,37515,27263,17515,
52,19667,9680,47490,37522,27516,17517,
68,19666,9668,47508,37517,27518,17520,
36,19684,9667,47517,37499,27515,50000,
47,19665,9660,50000,37516,27514,17594,
63,19668,9663,47509,37513,27515,17555,
55,19706,9666,47497,37520,27510,50000,
67,19685,9663,47515,37246,27518,17505,
63,19665,50000,47466,37513,27511,17513,
59,19667,9692,47699,37512,27520,17516,
64,19714,9666,47591,37516,27509,17516,
63,19666,9896,47515,37515,27515,17513,
63,19665,9614,47521,37512,27493,17515,
63,19644,9663,47509,37516,27515,17516,
65,19666,9668,47515,37525,27515,17512,
163,19687,9666,50000,37511,27549,17515,
63,19667,9668,47479,37514,27513,17515,
85,19668,9669,47549,37515,27515,17557,
62,19666,9666,47514,37518,27518,17518,
66,19659,9663,47514,37517,27568,17515,
63,19655,9712,47512,37515,27516,17515,
65,19651,9648,47495,37444,27515,17514,
65,19659,9666,47492,37516,27518,17512,
65,19667,9667,47515,37502,27515,17479,
50000,19666,50000,47518,37515,27517,17517,
63,19666,9630,47522,37510,27488,17514,
67,19663,9665,47515,37339,27515,17515,
64,19670,9666,47514,37527,27749,17516,
50000,19633,9666,47532,37515,27514,17514,
33,19667,9666,47411,37452,27515,17530,
125,19666,9669,47516,37522,27536,17515,
64,19648,9672,47515,37515,27515,17515,
69,19667,9665,47351,37513,27514,17513,
67,19666,9685,47505,37518,27516,17547,
60,19666,9705,47520,50000,27512,17555,
68,50000,9679,47545,37516,27511,17516,
62,19664,9669,47520,37510,27517,17515,
52,19673,9680,47506,37514,27515,17515,
