0,0,0,22949,0
0,0,0,22950,0
0,0,0,22955,0
0,0,0,22981,0
0,0,0,22990,0
0,0,0,23015,0
0,0,0,23023,0
0,0,0,23034,0
0,0,0,23074,0
0,0,0,23104,0
0,0,0,23107,0
0,0,0,23224,0
0,0,0,23244,0
0,0,0,23252,0
0,0,0,23265,0
0,0,0,23268,0
0,0,0,23292,0
0,0,0,23358,0
0,0,0,23404,0
0,0,0,23515,0
0,0,0,23554,0
0,0,0,23579,0
0,0,0,23614,0
0,0,0,23627,0
0,0,0,23685,0
0,0,0,23693,0
0,0,0,23710,0
0,0,0,23756,0
0,0,0,23851,0
0,0,0,23859,0
0,0,0,23914,0
0,0,0,23946,0
0,0,0,24002,0
0,0,0,24003,0
0,0,0,24018,0
0,0,0,24058,0
0,0,0,24066,0
0,0,0,24082,0
0,0,0,24115,0
0,0,0,24134,0
0,0,0,24148,0
0,0,0,24180,0
0,0,0,24236,0
0,0,0,24240,0
0,0,0,24315,0
0,0,0,24365,0
0,0,0,24368,0
0,0,0,24370,0
0,0,0,24373,0
0,0,0,24383,0
0,0,0,24405,0
0,0,0,24434,0
0,0,0,24454,0
0,0,0,24496,0
0,0,0,24534,0
0,0,0,24568,0
0,0,0,24648,0
0,0,0,24666,0
0,0,0,24706,0
0,0,0,24807,0
0,0,0,24817,0
0,0,0,24819,0
0,0,0,24827,0
0,0,0,24895,0
0,0,0,24902,0
0,0,0,24939,0
0,0,0,24952,0
0,0,0,24958,0
0,0,0,24967,0
0,0,0,24997,0
0,0,0,25003,0
0,0,0,25066,0
0,0,0,25083,0
0,0,0,25095,0
0,0,0,25103,0
0,0,0,25118,0
0,0,0,25130,0
0,0,0,25135,0
0,0,0,25166,0
0,0,0,25209,0
0,0,0,25274,0
0,0,0,25286,0
0,0,0,25287,0
0,0,0,25289,0
0,0,0,25295,0
0,0,0,25338,0
0,0,0,25367,0
0,0,0,25371,0
0,0,0,25395,0
0,0,0,25396,0
0,0,0,25403,0
0,0,0,25410,0
0,0,0,25442,0
0,0,0,25460,0
0,0,0,25464,0
0,0,0,25476,0
0,0,0,25484,0
0,0,0,25492,0
0,0,0,25494,0
0,0,0,25511,0
0,0,0,25519,0
0,0,0,25530,0
0,0,0,25542,0
0,0,0,25545,0
0,0,0,25547,0
0,0,0,25572,0
0,0,0,25581,0
0,0,0,25582,0
0,0,0,25587,0
0,0,0,25593,0
0,0,0,25612,0
0,0,0,25619,0
0,0,0,25630,0
0,0,0,25631,0
0,0,0,25632,0
0,0,0,25635,0
0,0,0,25653,0
0,0,0,25660,0
0,0,0,25673,0
0,0,0,25675,0
0,0,0,25691,0
