0,0,0,0,17093,0
0,0,0,0,17112,0
0,0,0,0,17140,0
0,0,0,0,17176,0
0,0,0,0,17185,0
0,0,0,0,17202,0
0,0,0,0,17230,0
0,0,0,0,17232,0
0,0,0,0,17325,0
0,0,0,0,17326,0
0,0,0,0,17362,0
0,0,0,0,17389,0
0,0,0,0,17447,0
0,0,0,0,17448,0
0,0,0,0,17461,0
0,0,0,0,17469,0
0,0,0,0,17497,0
0,0,0,0,17507,0
0,0,0,0,17549,0
0,0,0,0,17614,0
0,0,0,0,17660,0
0,0,0,0,17676,0
0,0,0,0,17683,0
0,0,0,0,17687,0
0,0,0,0,17696,0
0,0,0,0,17818,0
0,0,0,0,17840,0
0,0,0,0,17926,0
0,0,0,0,17948,0
0,0,0,0,17982,0
0,0,0,0,18033,0
0,0,0,0,18047,0
0,0,0,0,18067,0
0,0,0,0,18115,0
0,0,0,0,18227,0
0,0,0,0,18232,0
0,0,0,0,18273,0
0,0,0,0,18335,0
0,0,0,0,18341,0
0,0,0,0,18343,0
0,0,0,0,18391,0
0,0,0,0,18446,0
0,0,0,0,18503,0
0,0,0,0,18543,0
0,0,0,0,18616,0
0,0,0,0,18644,0
0,0,0,0,18656,0
0,0,0,0,18680,0
0,0,0,0,18790,0
0,0,0,0,18823,0
0,0,0,0,18866,0
0,0,0,0,18878,0
0,0,0,0,18933,0
0,0,0,0,18959,0
0,0,0,0,19006,0
0,0,0,0,19076,0
0,0,0,0,19116,0
0,0,0,0,19137,0
0,0,0,0,19172,0
0,0,0,0,19174,0
0,0,0,0,19264,0
0,0,0,0,19349,0
0,0,0,0,19352,0
0,0,0,0,19368,0
0,0,0,0,19398,0
0,0,0,0,19413,0
0,0,0,0,19415,0
0,0,0,0,19458,0
0,0,0,0,19483,0
0,0,0,0,19491,0
0,0,0,0,19503,0
0,0,0,0,19528,0
0,0,0,0,19538,0
0,0,0,0,19542,0
0,0,0,0,19552,0
0,0,0,0,19563,0
0,0,0,0,19595,0
0,0,0,0,19602,0
0,0,0,0,19606,0
0,0,0,0,19664,0
0,0,0,0,19744,0
0,0,0,0,19745,0
0,0,0,0,19757,0
0,0,0,0,19769,0
0,0,0,0,19790,0
0,0,0,0,19835,0
0,0,0,0,19890,0
0,0,0,0,19901,0
0,0,0,0,19921,0
0,0,0,0,19923,0
0,0,0,0,19936,0
0,0,0,0,19942,0
0,0,0,0,19949,0
0,0,0,0,19965,0
0,0,0,0,19969,0
0,0,0,0,19997,0
0,0,0,0,19999,0
0,0,0,0,20001,0
0,0,0,0,20011,0
0,0,0,0,20025,0
0,0,0,0,20028,0
0,0,0,0,20037,0
0,0,0,0,20040,0
0,0,0,0,20045,0
0,0,0,0,20051,0
0,0,0,0,20052,0
0,0,0,0,20054,0
0,0,0,0,20066,0
0,0,0,0,20069,0
0,0,0,0,20070,0
0,0,0,0,20073,0
0,0,0,0,20078,0
0,0,0,0,20081,0
0,0,0,0,20085,0
0,0,0,0,20088,0
0,0,0,0,20089,0
0,0,0,0,20090,0
0,0,0,0,20091,0
0,0,0,0,20092,0
0,0,0,0,20093,0
0,0,0,0,20094,0
0,0,0,0,20095,0
0,0,0,0,20096,0
0,0,0,0,20097,0
0,0,0,0,20100,0
0,0,0,0,20102,0
0,0,0,0,20103,0
0,0,0,0,20104,0
0,0,0,0,20108,0
0,0,0,0,20109,0
0,0,0,0,20110,0
0,0,0,0,20111,0
0,0,0,0,20112,0
0,0,0,0,20113,0
0,0,0,0,20115,0
0,0,0,0,20125,0
0,0,0,0,20128,0
0,0,0,0,20143,0
0,0,0,0,20147,0
0,0,0,0,20148,0
0,0,0,0,20149,0
0,0,0,0,20154,0
0,0,0,0,20157,0
0,0,0,0,20166,0
0,0,0,0,20179,0
0,0,0,0,20186,0
0,0,0,0,20187,0
0,0,0,0,20197,0
0,0,0,0,20200,0
0,0,0,0,20211,0
0,0,0,0,20212,0
0,0,0,0,20213,0
0,0,0,0,20220,0
0,0,0,0,20230,0
0,0,0,0,20234,0
0,0,0,0,20239,0
0,0,0,0,20256,0
0,0,0,0,20259,0
0,0,0,0,20269,0
0,0,0,0,20271,0
0,0,0,0,20276,0
0,0,0,0,20291,0
0,0,0,0,20293,0
0,0,0,0,20294,0
0,0,0,0,20304,0
0,0,0,0,20309,0
0,0,0,0,20336,0
0,0,0,0,20349,0
0,0,0,0,20352,0
0,0,0,0,20369,0
0,0,0,0,20382,0
0,0,0,0,20388,0
0,0,0,0,20400,0
0,0,0,0,20404,0
0,0,0,0,20410,0
0,0,0,0,20416,0
0,0,0,0,20446,0
0,0,0,0,20501,0
0,0,0,0,20520,0
0,0,0,0,20533,0
0,0,0,0,20544,0
0,0,0,0,20564,0
0,0,0,0,20597,0
0,0,0,0,20604,0
0,0,0,0,20617,0
0,0,0,0,20632,0
0,0,0,0,20661,0
0,0,0,0,20691,0
0,0,0,0,20715,0
0,0,0,0,20735,0
0,0,0,0,20748,0
0,0,0,0,20775,0
0,0,0,0,20814,0
0,0,0,0,20816,0
0,0,0,0,20819,0
0,0,0,0,20828,0
0,0,0,0,20898,0
0,0,0,0,21159,0
0,0,0,0,21178,0
0,0,0,0,21190,0
0,0,0,0,21219,0
0,0,0,0,21229,0
0,0,0,0,21249,0
0,0,0,0,21335,0
0,0,0,0,21375,0
0,0,0,0,21378,0
0,0,0,0,21389,0
0,0,0,0,21415,0
0,0,0,0,21422,0
0,0,0,0,21440,0
0,0,0,0,21459,0
0,0,0,0,21480,0
0,0,0,0,21486,0
0,0,0,0,21500,0
0,0,0,0,21507,0
0,0,0,0,21614,0
0,0,0,0,21657,0
0,0,0,0,21686,0
0,0,0,0,21704,0
0,0,0,0,21739,0
0,0,0,0,21778,0
0,0,0,0,21792,0
0,0,0,0,21817,0
0,0,0,0,21824,0
0,0,0,0,21898,0
0,0,0,0,21900,0
0,0,0,0,21980,0
0,0,0,0,21986,0
0,0,0,0,22058,0
0,0,0,0,22061,0
0,0,0,0,22091,0
0,0,0,0,22124,0
0,0,0,0,22140,0
0,0,0,0,22154,0
0,0,0,0,22197,0
0,0,0,0,22200,0
0,0,0,0,22318,0
0,0,0,0,22325,0
0,0,0,0,22379,0
0,0,0,0,22426,0
0,0,0,0,22436,0
0,0,0,0,22488,0
0,0,0,0,22556,0
0,0,0,0,22558,0
0,0,0,0,22618,0
0,0,0,0,22645,0
0,0,0,0,22658,0
0,0,0,0,22704,0
0,0,0,0,22721,0
0,0,0,0,22735,0
0,0,0,0,22736,0
0,0,0,0,22801,0
0,0,0,0,22818,0
0,0,0,0,22823,0
0,0,0,0,22849,0
0,0,0,0,22894,0
0,0,0,0,22924,0
0,0,0,0,22928,0
0,0,0,0,22934,0
0,0,0,0,22939,0
0,0,0,0,22955,0
0,0,0,0,31305,0
0,0,0,0,31423,0
0,0,0,0,31425,0
0,0,0,0,31518,0
0,0,0,0,31565,0
0,0,0,0,31607,0
0,0,0,0,31701,0
0,0,0,0,31718,0
0,0,0,0,31733,0
0,0,0,0,31761,0
0,0,0,0,31799,0
0,0,0,0,31807,0
0,0,0,0,31819,0
0,0,0,0,31905,0
0,0,0,0,31932,0
0,0,0,0,31933,0
0,0,0,0,31935,0
0,0,0,0,31961,0
0,0,0,0,31969,0
0,0,0,0,31981,0
0,0,0,0,32116,0
0,0,0,0,32151,0
0,0,0,0,32188,0
0,0,0,0,32217,0
0,0,0,0,32262,0
0,0,0,0,32331,0
0,0,0,0,32464,0
0,0,0,0,32482,0
0,0,0,0,32496,0
0,0,0,0,32608,0
0,0,0,0,32688,0
0,0,0,0,32713,0
0,0,0,0,32792,0
0,0,0,0,32816,0
0,0,0,0,32826,0
0,0,0,0,32837,0
0,0,0,0,32840,0
0,0,0,0,32865,0
0,0,0,0,32897,0
0,0,0,0,32900,0
0,0,0,0,32903,0
0,0,0,0,32920,0
0,0,0,0,32940,0
0,0,0,0,32947,0
0,0,0,0,33045,0
0,0,0,0,33109,0
0,0,0,0,33129,0
0,0,0,0,33146,0
0,0,0,0,33218,0
0,0,0,0,33265,0
0,0,0,0,33280,0
0,0,0,0,33408,0
0,0,0,0,33412,0
0,0,0,0,33415,0
0,0,0,0,33425,0
0,0,0,0,33463,0
0,0,0,0,33478,0
0,0,0,0,33499,0
0,0,0,0,33515,0
0,0,0,0,33519,0
0,0,0,0,33536,0
0,0,0,0,33537,0
0,0,0,0,33553,0
0,0,0,0,33620,0
0,0,0,0,33631,0
0,0,0,0,33644,0
0,0,0,0,33646,0
0,0,0,0,33647,0
0,0,0,0,33695,0
0,0,0,0,33743,0
0,0,0,0,33760,0
0,0,0,0,33766,0
0,0,0,0,33781,0
0,0,0,0,33796,0
0,0,0,0,33816,0
0,0,0,0,33851,0
0,0,0,0,33855,0
0,0,0,0,33861,0
0,0,0,0,33876,0
0,0,0,0,33881,0
0,0,0,0,33888,0
0,0,0,0,33895,0
0,0,0,0,33910,0
0,0,0,0,33920,0
0,0,0,0,33922,0
0,0,0,0,33939,0
0,0,0,0,33941,0
0,0,0,0,33942,0
0,0,0,0,33944,0
0,0,0,0,33945,0
0,0,0,0,3395,0
0,0,0,0,33954,0
0,0,0,0,33961,0
0,0,0,0,33964,0
0,0,0,0,33970,0
0,0,0,0,33980,0
0,0,0,0,33981,0
0,0,0,0,33982,0
0,0,0,0,33983,0
0,0,0,0,33992,0
0,0,0,0,33993,0
0,0,0,0,33994,0
0,0,0,0,33997,0
0,0,0,0,33998,0
0,0,0,0,34003,0
0,0,0,0,34006,0
0,0,0,0,34017,0
0,0,0,0,34021,0
0,0,0,0,34024,0
0,0,0,0,34038,0
0,0,0,0,34039,0
0,0,0,0,34042,0
0,0,0,0,34043,0
0,0,0,0,34046,0
0,0,0,0,34050,0
0,0,0,0,34055,0
0,0,0,0,34058,0
0,0,0,0,34061,0
0,0,0,0,34067,0
0,0,0,0,34092,0
0,0,0,0,3410,0
0,0,0,0,34101,0
0,0,0,0,34121,0
0,0,0,0,34124,0
0,0,0,0,34159,0
0,0,0,0,34214,0
0,0,0,0,34229,0
0,0,0,0,34249,0
0,0,0,0,34256,0
0,0,0,0,34284,0
0,0,0,0,34291,0
0,0,0,0,34294,0
0,0,0,0,34308,0
0,0,0,0,34323,0
0,0,0,0,34357,0
0,0,0,0,34381,0
0,0,0,0,34389,0
0,0,0,0,34391,0
0,0,0,0,34415,0
0,0,0,0,34422,0
0,0,0,0,34435,0
0,0,0,0,34446,0
0,0,0,0,34457,0
0,0,0,0,34489,0
0,0,0,0,34498,0
0,0,0,0,34527,0
0,0,0,0,34546,0
0,0,0,0,34551,0
0,0,0,0,34558,0
0,0,0,0,34560,0
0,0,0,0,34573,0
0,0,0,0,34575,0
0,0,0,0,34640,0
0,0,0,0,34668,0
0,0,0,0,34670,0
0,0,0,0,34686,0
0,0,0,0,34711,0
0,0,0,0,34717,0
0,0,0,0,34723,0
0,0,0,0,34768,0
0,0,0,0,34810,0
0,0,0,0,34814,0
0,0,0,0,34893,0
0,0,0,0,34942,0
0,0,0,0,34965,0
0,0,0,0,3504,0
0,0,0,0,35088,0
0,0,0,0,35099,0
0,0,0,0,35134,0
0,0,0,0,35201,0
0,0,0,0,3525,0
