64,19667,9665,50000,50000,50000,50000,44777,
60,19666,9664,50000,50000,50000,50000,44752,
37,19666,9666,50000,50000,50000,50000,44798,
63,19666,9660,50000,50000,50000,50000,44798,
66,19667,9676,50000,50000,50000,50000,44797,
65,19665,9667,50000,50000,50000,50000,44798,
62,19666,9668,50000,50000,50000,50000,44792,
37,19671,9665,50000,50000,50000,50000,44799,
63,19665,9667,50000,50000,50000,50000,44795,
63,19666,9667,50000,50000,50000,50000,44797,
63,19667,9666,50000,50000,50000,50000,44798,
63,19661,9666,50000,50000,50000,50000,44802,
63,19666,9666,50000,50000,50000,50000,44801,
64,19666,9665,50000,50000,50000,50000,44798,
64,19666,9666,50000,50000,50000,50000,44798,
61,19666,9668,50000,50000,50000,50000,44795,
71,19671,9666,50000,50000,50000,50000,44798,
63,19665,9704,50000,50000,50000,50000,44799,
65,19666,9666,50000,50000,50000,50000,44791,
63,19665,9668,50000,50000,50000,50000,44796,
60,19667,9666,50000,50000,50000,50000,44799,
65,19666,9666,50000,50000,50000,50000,44792,
64,19668,9665,50000,50000,50000,50000,44798,
64,19666,9666,50000,50000,50000,50000,44798,
63,19665,9666,50000,50000,50000,50000,44811,
63,19671,9665,50000,50000,50000,50000,50000,
60,19666,9663,50000,50000,50000,50000,44798,
62,19667,9666,50000,50000,50000,50000,44798,
63,19666,9668,50000,50000,50000,50000,44798,
62,19667,9666,50000,50000,50000,50000,44798,
63,19666,9666,50000,50000,50000,50000,44798,
64,19664,9666,50000,50000,50000,50000,44790,
63,19689,9666,50000,50000,50000,50000,44800,
65,19667,9664,50000,50000,50000,50000,44799,
63,19666,9666,50000,50000,50000,50000,44798,
64,19666,9668,50000,50000,50000,50000,44806,
61,19661,9667,50000,50000,50000,50000,44801,
63,19666,9663,50000,50000,50000,50000,44798,
63,19663,9666,50000,50000,50000,50000,44798,
63,19666,9666,50000,50000,50000,50000,44798,
65,19666,9667,50000,50000,50000,50000,44798,
72,19666,9665,50000,50000,50000,50000,44798,
52,19666,9660,50000,50000,50000,50000,44798,
64,19668,9645,50000,50000,50000,50000,44793,
62,19666,9666,50000,50000,50000,50000,44799,
63,19666,9667,50000,50000,50000,50000,44797,
61,19668,9661,50000,50000,50000,50000,44797,
63,19663,9667,50000,50000,50000,50000,44799,
64,19666,9666,50000,50000,50000,50000,44797,
63,19712,9660,50000,50000,50000,50000,44797,
66,19665,9664,50000,50000,50000,50000,44792,
63,19670,9666,50000,50000,50000,50000,44800,
63,19666,9665,50000,50000,50000,50000,44797,
63,19665,9666,50000,50000,50000,50000,44805,
63,19667,9666,50000,50000,50000,50000,44798,
59,19666,9668,50000,50000,50000,50000,44799,
63,19666,9664,50000,50000,50000,50000,44800,
63,19666,9662,50000,50000,50000,50000,44796,
88,19666,9666,50000,50000,50000,50000,44796,
62,19666,9670,50000,50000,50000,50000,44799,
62,19687,9667,50000,50000,50000,50000,44799,
60,19666,9666,50000,50000,50000,50000,44797,
61,19666,9669,50000,50000,50000,50000,44798,
67,19666,9671,50000,50000,50000,50000,44798,
70,19666,9666,50000,50000,50000,50000,44789,
64,19665,9661,50000,50000,50000,50000,44796,
63,19666,9666,50000,50000,50000,50000,44800,
63,19665,9675,50000,50000,50000,50000,44801,
63,19666,9666,50000,50000,50000,50000,44798,
66,19666,9667,50000,50000,50000,50000,44798,
63,19666,9666,50000,50000,50000,50000,44796,
62,19665,9666,50000,50000,50000,50000,44802,
62,19666,9666,50000,50000,50000,50000,44794,
52,19666,9666,50000,50000,50000,50000,44798,
64,19665,9666,50000,50000,50000,50000,44798,
56,19687,9666,50000,50000,50000,50000,44798,
63,19666,9659,50000,50000,50000,50000,44799,
62,19666,9666,50000,50000,50000,50000,44799,
63,19666,9668,50000,50000,50000,50000,44798,
65,19666,9666,50000,50000,50000,50000,44781,
53,19666,9668,50000,50000,50000,50000,44799,
66,19666,9666,50000,50000,50000,50000,44798,
63,19667,9666,50000,50000,50000,50000,44797,
64,19666,9668,50000,50000,50000,50000,44797,
63,19670,9667,50000,50000,50000,50000,44808,
65,19669,9666,50000,50000,50000,50000,44799,
64,19665,9667,50000,50000,50000,50000,44796,
63,19666,9666,50000,50000,50000,50000,44778,
63,19666,9665,50000,50000,50000,50000,44798,
63,19667,9665,50000,50000,50000,50000,44798,
50,19667,9664,50000,50000,50000,50000,44798,
63,19666,9662,50000,50000,50000,50000,44801,
63,19666,9660,50000,50000,50000,50000,44798,
59,19666,9666,50000,50000,50000,50000,44800,
63,19667,9668,50000,50000,50000,50000,44798,
63,19663,9666,50000,50000,50000,50000,44798,
64,19661,9662,50000,50000,50000,50000,44796,
56,19666,9649,50000,50000,50000,50000,44798,
63,19650,9665,50000,50000,50000,50000,44800,
61,19666,9666,50000,50000,50000,50000,44799,
63,19666,9666,50000,50000,50000,50000,44798,
63,50000,9667,50000,50000,50000,50000,44798,
63,19666,9666,50000,50000,50000,50000,44807,
63,19667,9666,50000,50000,50000,50000,44797,
63,19670,9666,50000,50000,50000,50000,44801,
69,19665,9665,50000,50000,50000,50000,44790,
63,19656,9666,50000,50000,50000,50000,44796,
63,19659,9665,50000,50000,50000,50000,44798,
63,19665,9666,50000,50000,50000,50000,44798,
27,19666,9666,50000,50000,50000,50000,44798,
63,19666,9667,50000,50000,50000,50000,44795,
67,19667,9666,50000,50000,50000,50000,44798,
69,19661,9664,50000,50000,50000,50000,44798,
63,19666,9667,50000,50000,50000,50000,44798,
50000,19667,9665,50000,50000,50000,50000,44797,
73,19665,9666,50000,50000,50000,50000,44799,
64,19669,9594,50000,50000,50000,50000,44798,
64,19665,9666,50000,50000,50000,50000,44792,
63,19666,9667,50000,50000,50000,50000,44797,
63,19659,9666,50000,50000,50000,50000,44798,
67,19669,9667,50000,50000,50000,50000,44798,
8,19667,9667,50000,50000,50000,50000,44787,
63,19666,9667,50000,50000,50000,50000,44798,
66,19662,9663,50000,50000,50000,50000,44798,
64,19659,9667,50000,50000,50000,50000,44797,
62,19668,9669,50000,50000,50000,50000,44797,
62,19666,9666,50000,50000,50000,50000,44802,
63,19667,50000,50000,50000,50000,50000,44798,
63,19665,9686,50000,50000,50000,50000,44799,
64,19667,9664,50000,50000,50000,50000,44801,
