0,-2410,83787,0,0,0,342,-34,0,0,0
0,0,0,0,900,900,0,-13,0,10133,0
0,0,32408,3,200,0,0,16,10,0,0
71041406,0,3005,2,0,0,72,-4,0,10250,0
0,0,27329,0,0,0,0,0,0,10256,0
0,4850,0,2,0,0,0,0,41,0,0
0,5360,10147,0,900,900,0,0,21,0,0
71041418,5740,2089,3,900,900,0,0,0,0,0
0,0,0,0,0,900,298,0,51,9994,0
0,2450,42571,0,0,0,729,-9,0,0,0
71041003,3830,8360,0,900,0,-284,0,0,0,0
0,5930,29037,3,0,0,399,0,20,0,0
71041609,0,0,0,0,0,0,-9,0,10088,0
0,4910,11723,1,500,0,0,8,40,0,0
0,-2230,61972,0,0,0,398,-30,0,10151,0
0,0,76342,2,0,0,0,5,0,10091,0
0,0,3965,28,900,900,265,0,0,10156,0
0,5130,0,2,200,0,0,4,0,10190,0
71040918,0,0,0,0,0,0,-52,0,10198,0
0,4980,10615,0,0,400,469,-27,0,10070,0
71040600,-3590,93060,0,800,900,476,0,134,0,0
71041400,3310,0,1,0,0,104,0,0,0,0
0,0,0,0,0,0,416,7,0,9961,0
0,0,7149,0,200,0,0,-11,46,10084,0
0,0,0,0,0,0,0,30,21,0,0
71040815,5370,12235,10,900,0,0,0,0,0,0
71041609,0,8280,3,0,900,0,-1,0,10182,0
0,3470,0,25,0,0,0,0,0,0,0
71041712,4030,17115,2,200,0,511,0,82,0,0
0,1490,0,0,0,0,768,-46,0,10104,0
71040306,0,0,5,100,0,0,0,0,0,0
71040306,4060,54471,0,0,0,447,0,80,0,0
0,3610,53898,0,0,0,0,-62,20,0,0
0,4750,0,71,800,900,288,0,0,0,0
0,0,8360,0,900,0,-284,26,51,0,0
0,3830,8360,0,0,900,-284,26,0,0,0
71040312,6380,0,0,0,500,0,0,0,10169,0
71040921,5640,26429,0,667,0,0,30,0,0,0
71041506,0,0,51,0,0,0,0,15,-1,0
0,4560,0,0,0,0,0,0,0,0,0
71040721,4290,47418,4,0,0,0,-17,0,0,0
0,5050,0,1,0,200,0,0,0,10230,0
71040212,3290,72208,0,200,0,0,0,0,0,0
0,0,0,60,800,900,-146,0,30,10113,0
0,0,10639,0,0,0,112,-23,57,10186,0
71040721,0,60390,29,0,0,0,34,0,0,0
71040606,0,57378,1,0,0,577,0,0,0,0
71041818,0,0,3,100,0,0,-1,0,0,0
71041212,4060,72517,0,0,0,164,0,26,0,0
71041603,5640,27428,71,800,900,47,1,40,0,0
71040303,0,0,2,0,600,0,-1,0,10144,0
0,5990,0,0,800,900,110,-13,0,10151,0
