50000,50000,50000,47485,50000,50000,17542,
63,18515,9483,47515,37462,27479,50000,
74,19564,8177,46195,37516,27554,17605,
188,19816,9627,48230,37522,27515,17143,
200,50000,50000,47546,37514,50000,50000,
50000,50000,9703,47456,37524,27507,50000,
61,50000,50000,50000,50000,27729,17516,
63,19664,50000,46681,37516,27346,18603,
37,18312,50000,47512,37512,27644,19061,
50000,50000,9678,47500,50000,27525,17523,
50000,50000,9538,47678,37516,50000,17717,
142,19666,9614,47505,37519,50000,17544,
50000,50000,9666,47481,38136,27532,17196,
686,19684,9609,50000,37455,50000,19117,
63,19669,9378,50000,38799,27468,50000,
50000,19755,9643,47487,50000,27527,17471,
90,50000,9668,47512,37601,28768,50000,
1000,19675,9572,47515,50000,26881,17544,
396,19669,9528,50000,50000,27572,17515,
79,19666,50000,47514,37523,27512,50000,
63,50000,9731,47496,50000,50000,17517,
89,50000,8885,50000,37608,27082,17554,
61,50000,9894,48141,37497,50000,17427,
52,50000,9665,50000,37513,27515,17454,
1220,50000,50000,47683,50000,27510,17459,
2,19311,50000,50000,37501,27412,17577,
13,19552,9672,50000,38896,27565,17261,
72,19648,50000,47513,37520,27507,17619,
105,19903,9622,47537,50000,50000,50000,
60,19666,9636,50000,37523,50000,17363,
244,19494,9670,50000,37059,50000,17513,
62,50000,9668,47498,37824,27697,17522,
78,19789,9936,50000,50000,27802,50000,
134,19666,9639,50000,37579,50000,17508,
60,19809,50000,47635,37515,27533,17295,
1471,19832,9865,49059,50000,27464,17615,
50000,50000,9842,50000,37002,28307,50000,
64,19734,9665,47485,37395,50000,50000,
1588,19617,9665,47290,37276,27929,50000,
115,19671,9668,47514,37524,27536,17468,
64,50000,9665,50000,50000,50000,50000,
63,50000,9580,47210,50000,27549,17720,
50000,19390,50000,48079,37515,27385,17537,
62,19664,50000,47574,38226,27409,17532,
66,19681,50000,47539,37516,28962,17555,
197,19667,8217,50000,37373,27791,50000,
85,50000,9681,47516,50000,27576,17515,
50000,19915,9635,47516,37441,50000,50000,
210,18891,9666,47134,37912,27441,50000,
50000,19787,50000,50000,36384,27433,50000,
222,19653,9349,47481,37798,27515,17514,
66,50000,50000,50000,37550,27727,50000,
50000,19606,9911,47517,37510,27449,50000,
41,19669,9740,47514,37570,27505,17514,
52,50000,9592,47513,50000,50000,50000,
1571,19844,9666,50000,37506,50000,17506,
63,19705,50000,47117,37300,27549,17519,
49,19661,50000,47507,37461,27431,50000,
45,19177,9292,47515,50000,27517,17519,
50000,50000,9699,50000,50000,27517,17511,
5,19694,50000,47517,37508,27637,17510,
536,50000,9670,50000,36138,50000,17687,
50000,19746,9603,47504,37516,26043,17518,
46,50000,50000,47204,50000,28214,19071,
50000,19696,50000,47457,39006,50000,50000,
24,50000,50000,50000,37318,27575,50000,
38,19663,9606,50000,37773,27513,50000,
66,50000,9653,47471,37508,27547,50000,
51,50000,9670,47294,50000,27483,50000,
50000,50000,9651,47523,36026,50000,17408,
68,19665,50000,46938,37510,27493,17509,
58,19864,50000,50000,37496,50000,17979,
363,50000,9672,50000,38248,27466,17888,
139,19669,50000,47562,37620,27558,17510,
68,19666,9035,50000,37496,27240,17516,
168,19382,9646,47471,37966,27522,17698,
660,19670,50000,47517,50000,27656,17498,
50000,50000,9667,50000,37491,50000,17612,
73,19896,50000,47072,37513,27511,17517,
50000,50000,50000,50000,37516,27517,50000,
63,19667,9736,47515,50000,50000,50000,
1428,19599,9647,47512,38709,50000,17515,
97,19541,50000,47499,37544,28095,17520,
566,19479,9431,47271,36762,27515,17514,
659,19603,9667,47224,38555,50000,17497,
623,19846,50000,47566,37366,27567,17072,
50000,19673,50000,50000,37554,28692,19114,
66,19667,9209,50000,37482,27174,17514,
50000,19651,9665,47529,36203,27520,17539,
196,50000,9667,47515,50000,50000,17793,
50000,19247,9726,50000,37516,27514,17513,
22,19834,9667,46513,36815,27523,50000,
50000,19667,50000,47729,50000,50000,17630,
175,19428,50000,47524,37651,27648,17601,
50000,50000,9666,46238,37511,27515,17507,
50000,19666,50000,47414,50000,27829,50000,
60,19700,50000,50000,50000,27497,50000,
50000,50000,50000,50000,37828,27491,17756,
63,19660,50000,50000,37483,50000,17528,
46,50000,50000,47430,37514,27609,17526,
2169,19643,50000,50000,36406,28002,19076,
60,19389,9663,48584,50000,27581,17516,
50000,19657,9959,47506,37499,50000,17513,
19,50000,9614,47043,36206,27515,17961,
64,19668,9668,47339,37567,50000,17515,
367,50000,9700,47603,37118,27524,17511,
71,50000,9678,47326,37595,50000,50000,
50000,50000,9664,50000,37972,50000,50000,
50000,50000,50000,50000,37547,27520,17393,
65,50000,9669,47482,35931,28138,50000,
40,19477,9667,48822,50000,27469,17457,
34,19666,8632,50000,38002,27115,50000,
283,19669,8714,47508,37516,28082,50000,
19,50000,9597,47871,37573,50000,17524,
62,19664,50000,47515,37528,27713,17379,
50000,50000,9613,47523,50000,50000,50000,
298,19868,50000,48962,37513,27598,17513,
117,50000,9659,47569,37532,50000,18361,
50000,19878,9671,50000,50000,50000,17499,
256,50000,9774,50000,37538,27531,17522,
50000,50000,9639,47510,37499,50000,50000,
243,19112,9979,46872,37581,27566,17521,
39,50000,9581,47685,37080,27484,18184,
64,19665,50000,47517,37519,27504,18646,
59,19681,9685,50000,37520,26051,17515,
66,19582,50000,50000,50000,27955,18034,
95,50000,50000,50000,37524,27515,17404,
50000,50000,9672,47395,50000,50000,16947,
69,50000,9361,47478,37501,27415,17653,
54,19856,9751,49032,50000,50000,18358,
63,50000,9666,50000,50000,27499,17483,
67,19638,9753,47496,50000,27494,17516,
63,19567,9646,47035,50000,50000,50000,
2,19671,9669,50000,37524,27533,50000,
62,19722,9488,50000,50000,50000,17164,
85,19921,50000,50000,37510,50000,50000,
61,19715,9223,47547,50000,50000,16691,
1176,19715,50000,50000,50000,27514,17516,
82,19237,50000,45931,50000,50000,17504,
58,19283,50000,46842,37515,50000,50000,
72,50000,9941,47513,37527,50000,17290,
50,19604,9604,50000,37514,27516,50000,
33,50000,9658,50000,37510,27512,17500,
62,50000,50000,50000,50000,27719,16976,
59,19639,9666,47521,37491,50000,17791,
116,50000,9692,50000,50000,50000,50000,
50000,19608,9666,47513,37483,50000,50000,
913,18941,50000,50000,50000,50000,17430,
950,19666,50000,50000,50000,26833,50000,
74,18272,9656,47518,37471,50000,17536,
62,50000,50000,47502,36832,50000,17506,
125,50000,50000,47515,37561,50000,50000,
319,19655,50000,47515,37515,26879,17588,
68,19565,9665,50000,37498,50000,17430,
